verdict	reason	why	seed_id	seed_title	seed_date	seed_cat	seed_blurb	dump_id	dump_title	dump_date	dump_cat	dump_notability
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:khanwa-1527-01-01	Khanwa	1527-01-01	conflict	Mughal Empire forces defeat the Rajput led by Rana Sanga of Mewar at the Battle of Khanwa.	Q4166578	Battle of Khanwa	1527-01-01	conflict	0.16
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kingdom-of-dahomey-1600-01-01	Kingdom of Dahomey	1600-01-01	founding	The Kingdom of Dahomey is established.	Q468814	Dahomey	1600-01-01	founding	0.61
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kingdom-of-navarre-1512-01-01	Kingdom of Navarre	1512-01-01	conflict	The southern part (historical core) of the Kingdom of Navarre is invaded by Castile and Aragon.	Q3312328	Spanish conquest of Iberian Navarre	1512-01-01	conflict	0.17
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kokand-1709-01-01	Kokand	1709-01-01	founding	The Khanate of Kokand is established in Central Asia as a spin-off of the Khanate of Bukhara. Kokand is the capital.	Q696241	Khanate of Kokand	1709-01-01	founding	0.53
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:korean-demilitarized-zone-1953-07-27	Korean Demilitarized Zone	1953-07-27	treaty	The Korean Armistice Agreement is signed, establishing the Korean Demilitarized Zone along the border between the Democr	Q2862267	Korean Armistice Agreement	1953-07-27	event	0.3
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:kosovo-2008-02-17	Kosovo	2008-02-17	founding	The Republic of Kosovo declares independence from Serbia, which continues to claim it as the Autonomous Province of Koso	Q861510	2008 Kosovo declaration of independence	2008-02-17	event	0.43
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:latvian-ssr-1940-08-05	Latvian SSR	1940-08-05	event	The Latvian SSR is annexed into the Soviet Union as the 15th union republic.	Q192180	Latvian Soviet Socialist Republic	1940-08-05	founding	0.77
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:leningrad-1941-09-08	Leningrad	1941-09-08	conflict	The Siege of Leningrad during World War II is widely considered one of the most lethal sieges in history.	Q151860	Siege of Leningrad	1941-09-08	conflict	0.73
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:libya-1951-12-24	Libya	1951-12-24	founding	The United Kingdom of Libya gains independence from a United Nations trusteeship, previously having been divided into th	Q31454	Kingdom of Libya	1951-12-24	founding	0.47
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:little-bighorn-1876-06-25	Little Bighorn	1876-06-25	conflict	1876: Battle of the Little Bighorn leads to the death of General Custer and victory for the alliance of Lakota, Cheyenne	Q205422	Battle of the Little Bighorn	1876-06-25	conflict	0.49
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:majapahit-empire-1293-01-01	Majapahit Empire	1293-01-01	founding	The thalassocratic Majapahit Empire is established in Indonesia.	Q49326	Majapahit	1293-01-01	founding	0.67
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:malacca-1511-01-01	Malacca	1511-01-01	conflict	Afonso de Albuquerque of Portugal conquers Malacca, the capital of the Sultanate of Malacca in present-day Malaysia.	Q2988343	Portuguese Malacca	1511-01-01	founding	0.17
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:malta-1964-09-21	Malta	1964-09-21	founding	The Crown Colony of Malta gains independence from the United Kingdom as the State of Malta. Valletta remains the capital	Q7603765	State of Malta	1964-09-21	founding	0.22
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:mauritius-1968-03-12	Mauritius	1968-03-12	founding	Mauritius gains independence from the United Kingdom. Port Louis remains the capital.	Q14759030	Commonwealth realm of Mauritius	1968-03-12	founding	0.08
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:minas-gerais-1789-01-01	Minas Gerais	1789-01-01	conflict	The Inconfidencia Mineira, an unsuccessful separatist movement in central Brazil led by Tiradentes.	Q2558843	Minas Gerais Conspiracy	1789-01-01	conflict	0.13
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:mortimer-s-cross-1461-02-02	Mortimer's Cross	1461-02-02	conflict	Battle of Mortimer's Cross: Yorkist troops led by Edward, Duke of York defeat Lancastrians under Owen Tudor and his son 	Q620585	Battle of Mortimer's Cross	1461-02-02	conflict	0.22
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:moscow-1571-01-01	Moscow	1571-01-01	conflict	Crimean Tatars attack and sack Moscow, burning everything but the Kremlin.	Q686961	Fire of Moscow	1571-01-01	event	0.12
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:new-haven-colony-1638-01-01	New Haven Colony	1638-01-01	founding	The New Haven Colony is founded in what is now the U.S. state of Connecticut. New Haven is the capital.	Q49145	New Haven	1638-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:normandy-1944-06-06	Normandy	1944-06-06	conflict	The Allies begin the liberation of France with the Normandy landings into German occupied territory.	Q16470	Normandy landings	1944-06-06	conflict	0.75
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:normandy-1944-06-06	Normandy	1944-06-06	conflict	The Allies begin the liberation of France with the Normandy landings into German occupied territory.	Q16471	Invasion of Normandy	1944-06-06	conflict	0.19
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:orange-free-state-1854-02-23	Orange Free State	1854-02-23	founding	The Orange Free State is established in southern Africa. Bloemfontein is the capital.	Q2315131	Orange River Convention	1854-02-23	event	0.1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:pisagua-1879-11-02	Pisagua	1879-11-02	conflict	The first organic amphibious landing in military history happens in the Battle of Pisagua in which Chile occupies the po	Q3373123	Battle of Pisagua	1879-11-02	conflict	0.07
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:poland-1939-09-17	Poland	1939-09-17	conflict	The Soviet Union invades the Republic of Poland.	Q2305266	Soviet invasion of Poland	1939-09-17	conflict	0.54
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:rhode-island-and-providence-plantations-1636-01-01	Rhode Island and Providence Plantations	1636-01-01	founding	The Colony of Rhode Island and Providence Plantations is founded in North America.	Q18383	Providence	1636-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:sao-tome-and-principe-1975-07-12	Sao Tome and Principe	1975-07-12	founding	The Overseas Province of Sao Tome and Principe gains independence from Portugal as the Democratic Republic of Sao Tome a	Q1039	São Tomé and Príncipe	1975-07-12	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:second-french-republic-1848-02-24	Second French Republic	1848-02-24	founding	The Second French Republic supersedes the Kingdom of France.	Q58326	French Second Republic	1848-02-24	founding	0.64
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:serbia-1990-09-28	Serbia	1990-09-28	event	The Socialist Republic of Serbia changes its name to the Republic of Serbia.	Q934644	Republic of Serbia	1990-09-28	founding	0.3
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:sheikdom-of-kuwait-1752-01-01	Sheikdom of Kuwait	1752-01-01	founding	The Sheikdom of Kuwait is established. Kuwait City is the capital.	Q35178	Kuwait City	1752-01-01	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:slovak-state-1939-03-14	Slovak State	1939-03-14	founding	Czechoslovakia is dissolved as it is occupied by Nazi Germany. Germany establishes the Slovak State as a puppet state.	Q154401	Slovak Republic	1939-03-14	founding	0.55
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:slovenes-croats-and-serbs-1918-10-29	Slovenes, Croats and Serbs	1918-10-29	founding	The State of Slovenes, Croats and Serbs proclaims independence from the Austro-Hungarian Empire. Zagreb is the capital.	Q718374	State of Slovenes, Croats and Serbs	1918-10-29	founding	0.49
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:south-georgia-1982-04-03	South Georgia	1982-04-03	conflict	Argentina conquers South Georgia from the United Kingdom.	Q4345906	Invasion of South Georgia	1982-04-03	conflict	0.09
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:st-albans-1461-02-17	St Albans	1461-02-17	conflict	Second Battle of St Albans, England: The Earl of Warwick's army is defeated by a Lancastrian force under Queen Margaret,	Q233416	Second Battle of St Albans	1461-02-17	conflict	0.22
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:state-of-palestine-1988-11-15	State of Palestine	1988-11-15	founding	The State of Palestine declares independence from Israel, with East Jerusalem as its capital. While its actual control o	Q219060	Palestine	1988-11-15	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:sudan-1956-01-01	Sudan	1956-01-01	founding	The Republic of Sudan gains independence from the United Kingdom. Khartoum is the capital, and Egypt relinquishes its cl	Q3486796	Republic of Sudan	1956-01-01	founding	0.18
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:towton-1461-03-29	Towton	1461-03-29	conflict	Battle of Towton: Edward IV defeats Queen Margaret to make good his claim to the English throne (thought to be the blood	Q634629	Battle of Towton	1461-03-29	conflict	0.3
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:trafalgar-1805-10-21	Trafalgar	1805-10-21	conflict	1805: The Battle of Trafalgar eliminates the French and Spanish naval fleets and allows for British dominance of the sea	Q171416	Battle of Trafalgar	1805-10-21	conflict	0.78
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:tunisia-1956-03-20	Tunisia	1956-03-20	founding	The Kingdom of Tunisia gains independence from France. Tunis is the capital.	Q6412669	Kingdom of Tunisia	1956-03-20	founding	0.2
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:united-kingdom-1801-01-01	United Kingdom	1801-01-01	founding	1801: The Kingdom of Great Britain and the Kingdom of Ireland merge to form the United Kingdom.	Q174193	United Kingdom of Great Britain and Ireland	1801-01-01	founding	0.8
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:united-kingdom-of-the-netherlands-1815-03-16	United Kingdom of the Netherlands	1815-03-16	event	The United Kingdom of the Netherlands supersedes the Sovereign Principality of the United Netherlands. Amsterdam and Bru	Q29999	Kingdom of the Netherlands	1815-03-16	founding	1
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:venezuela-1811-07-05	Venezuela	1811-07-05	founding	Venezuela declares independence from the Monarchy of Spain.	Q3382350	Venezuela Declaration of Independence	1811-07-05	event	0.16
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:vienna-1815-01-01	Vienna	1815-01-01	treaty	After Napoleon's defeat, the Congress of Vienna was held to determine new national borders. The Concert of Europe was es	Q46362	Congress of Vienna	1815-01-01	event	0.98
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:vietnam-1945-03-11	Vietnam	1945-03-11	founding	The Empire of Vietnam declares independence from Japan under its occupation.	Q701337	Empire of Vietnam	1945-03-11	founding	0.34
drop-seed	same fact, same date; dump row carries better coords/title	date+geo	seed:vietnam-1945-09-02	Vietnam	1945-09-02	founding	The Democratic Republic of Vietnam declares its independence from the French Republic. Hanoi is the capital.	Q172640	North Vietnam	1945-09-02	founding	0.82
drop-seed	same battle; dump row is properly titled (1 days apart)	tokens	seed:paracel-islands-1974-01-20	Paracel Islands	1974-01-20	conflict	China conquers the contested Paracel Islands after a naval battle against South Vietnam.	Q784397	Battle of the Paracel Islands	1974-01-19	conflict	0.13
drop-seed	same founding (5 days apart)	tokens	seed:republic-of-north-peru-1836-08-11	Republic of North Peru	1836-08-11	founding	The Republic of North Peru supersedes the Peruvian Republic.	Q654766	North Peru	1836-08-06	founding	0.17
